## Fri Jul 18 16:34:17 2025,,,,,,,,,,,,,,,,,,,,
## emapper-2.1.12,,,,,,,,,,,,,,,,,,,,
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel,,,,,,,,,,,,,,,,,,,,
##,,,,,,,,,,,,,,,,,,,,
#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
QGA73627.1_DNA-directed-RNA-polymerase-beta-subunit-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWD3,0,1770,"COG0085@1|root,KOG0214@2759|Eukaryota,2XEM3@2836|Bacillariophyta",2836|Bacillariophyta,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,-,"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234",-,-,-,-,-,-,-,-,-,-,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7"
QGA73626.1_photosystem-II-protein-D2-(chloroplast)-[Fragilariopsiscylindrus],159749.K0RGG6,4.68e-261,714,"2CNIT@1|root,2QWJF@2759|Eukaryota",2759|Eukaryota,C,photosynthetic electron transport in photosystem II,psbD,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",1.10.3.9,ko:K02706,"ko00195,ko01100,map00195,map01100",M00161,-,-,"ko00000,ko00001,ko00002,ko00194,ko01000",-,-,-,"PSII,Photo_RC"
QGA73625.1_DNA-directed-RNA-polymerase-beta_-chain-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWD2,0,1128,"COG0086@1|root,2RUNJ@2759|Eukaryota,2XENN@2836|Bacillariophyta",2836|Bacillariophyta,H,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,-,"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234",-,-,-,-,-,-,-,-,-,-,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3"
QGA73624.1_ribosomal-protein-L24-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM9,1.3e-31,112,"COG0198@1|root,KOG1708@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rpl24,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009657,GO:0009941,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022625,GO:0022626,GO:0031967,GO:0031975,GO:0032544,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02895,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"KOW,ribosomal_L24"
QGA73623.1_ribosomal-protein-L.1_(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP2,1.59e-32,114,"COG0254@1|root,2S1BJ@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rpl31,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464",-,ko:K02909,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L31
QGA73622.1_50S-ribosomal-protein-L14-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM8,1.17e-70,214,"COG0093@1|root,KOG0901@2759|Eukaryota",2759|Eukaryota,J,large ribosomal subunit rRNA binding,rpl14,"GO:0000313,GO:0000315,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005829,GO:0005840,GO:0008150,GO:0009507,GO:0009532,GO:0009534,GO:0009536,GO:0009547,GO:0009570,GO:0009579,GO:0009719,GO:0009725,GO:0009735,GO:0010033,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0031974,GO:0031976,GO:0031984,GO:0032991,GO:0042221,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043253,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0070013,GO:0070180,GO:0097159,GO:0098798,GO:1901363,GO:1990904",-,ko:K02874,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L14,Ribosomal_L16"
QGA73621.1_ribosomal-protein-S3-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM4,2.15e-97,289,"COG0092@1|root,2QV63@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps3,"GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0031967,GO:0031975,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02982,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"KH_2,Ribosomal_S3_C"
QGA73619.1_ribosomal-protein-S12-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP3,1.16e-76,229,"COG0048@1|root,KOG1750@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps12,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009532,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0010467,GO:0019538,GO:0031976,GO:0031984,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,"ko:K02950,ko:K02992","ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosom_S12_S23
QGA73618.1_30S-ribosomal-protein-S9-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP1,2.95e-59,186,"COG0103@1|root,KOG1697@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps9,"GO:0000312,GO:0000313,GO:0000314,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009547,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0030490,GO:0031967,GO:0031975,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02996,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S9
QGA73616.1_50S-ribosomal-protein-L16-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM5,1.29e-77,233,"COG0197@1|root,KOG3422@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,MRPL16,"GO:0000048,GO:0000313,GO:0000314,GO:0000315,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0003824,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005761,GO:0005762,GO:0005763,GO:0005829,GO:0005840,GO:0006412,GO:0006414,GO:0006415,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015934,GO:0015935,GO:0016020,GO:0016043,GO:0016740,GO:0016746,GO:0016755,GO:0019538,GO:0019843,GO:0019866,GO:0022411,GO:0022625,GO:0022626,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032543,GO:0032984,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070125,GO:0070126,GO:0071704,GO:0071840,GO:0097159,GO:0098798,GO:0140053,GO:0140096,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,"ko:K02874,ko:K02878,ko:K10756","ko03010,ko03030,ko03420,ko03430,map03010,map03030,map03420,map03430","M00178,M00179,M00289,M00295",-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03032,ko03036,ko03400",-,-,-,Ribosomal_L16
QGA73615.1_photosystem-I-p700-chlorophyll-A-apoprotein-B-(chloroplast)-[Fragilariopsiscylindrus],35128.Thapsdraft1611,0,1470,"28JJ8@1|root,2QRYE@2759|Eukaryota,2XEB4@2836|Bacillariophyta",2836|Bacillariophyta,C,"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6",psaB,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0016168,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046906,GO:0048037,GO:0055035,GO:0097159,GO:1901363",-,ko:K02690,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PsaA_PsaB
QGA73614.1_30S-ribosomal-protein-S17-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM7,9.01e-42,138,"COG0186@1|root,KOG1740@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rps17,"GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0031974,GO:0032543,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02961,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S17
QGA73613.1_30S-ribosomal-protein-S13-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWN7,4.48e-60,187,"COG0099@1|root,KOG3311@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rps13,"GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0031967,GO:0031974,GO:0031975,GO:0032543,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0071840,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990904",2.7.7.6,"ko:K02952,ko:K03040","ko00230,ko00240,ko01100,ko03010,ko03020,map00230,map00240,map01100,map03010,map03020","M00178,M00179,M00183","R00435,R00441,R00442,R00443",RC02795,"br01610,br01611,ko00000,ko00001,ko00002,ko01000,ko03011,ko03021,ko03400",-,-,-,Ribosomal_S13
QGA73612.1_50S-ribosomal-protein-L5-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWN0,1.94e-128,369,"COG0094@1|root,KOG0398@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rpl5,"GO:0000027,GO:0000313,GO:0000315,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0031974,GO:0032543,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070013,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0098798,GO:0140053,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02931,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L5,Ribosomal_L5_C"
QGA73611.1_ribosomal-protein-L6-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWN2,2.1e-82,248,"COG0097@1|root,KOG3254@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,MRPL6,"GO:0000003,GO:0000313,GO:0000315,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009719,GO:0009725,GO:0009735,GO:0009790,GO:0009791,GO:0009793,GO:0009941,GO:0009987,GO:0010033,GO:0010154,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022414,GO:0031967,GO:0031974,GO:0031975,GO:0032501,GO:0032502,GO:0032543,GO:0032991,GO:0034641,GO:0034645,GO:0042221,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0061458,GO:0070013,GO:0071704,GO:0097159,GO:0098798,GO:0140053,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,"ko:K02933,ko:K21850","ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko04131",-,GH16,-,Ribosomal_L6
QGA73610.1_ribosomal-protein-S.1_(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWN8,1.99e-64,199,"COG0100@1|root,KOG0408@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rps11,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",2.7.7.6,ko:K03040,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,"Ribosomal_S11,Ribosomal_S13"
QGA73609.1_30S-ribosomal-protein-S5-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWN4,4.53e-78,237,"COG0098@1|root,KOG0877@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rps5,"GO:0000313,GO:0000314,GO:0003002,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0007275,GO:0007389,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009507,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009628,GO:0009657,GO:0009955,GO:0009987,GO:0010035,GO:0010038,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0031974,GO:0031976,GO:0031984,GO:0032501,GO:0032502,GO:0032544,GO:0032991,GO:0034357,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042221,GO:0042254,GO:0042651,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046686,GO:0048856,GO:0050896,GO:0055035,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0098798,GO:1901259,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02988,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_S5,Ribosomal_S5_C"
QGA73608.1_ribosomal-protein-L3-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWL7,1.23e-114,332,"COG0087@1|root,KOG3141@2759|Eukaryota,2XD8K@2836|Bacillariophyta",2836|Bacillariophyta,J,Belongs to the universal ribosomal protein uL3 family,-,-,-,ko:K02906,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L3
QGA73607.1_50S-ribosomal-protein-L18-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWN3,3.81e-69,211,"COG5560@1|root,KOG1870@2759|Eukaryota",2759|Eukaryota,O,ubiquitinyl hydrolase activity,rpl18,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0008097,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0019843,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0070013,GO:0097159,GO:1901363",-,ko:K02881,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L18p
QGA73606.1_ribosomal-protein-L22-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWM3,6.96e-67,204,"COG0091@1|root,KOG1711@2759|Eukaryota",2759|Eukaryota,J,structural constituent of ribosome,rpl22,"GO:0000313,GO:0000315,GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015934,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0031967,GO:0031974,GO:0031975,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0098798,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,"ko:K02890,ko:K02982","ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L22
QGA73605.1_ribosomal-protein-S7-(chloroplast)-[Fragilariopsiscylindrus],159749.E7BWP4,4.56e-87,258,"COG0049@1|root,KOG3291@2759|Eukaryota",2759|Eukaryota,J,rRNA binding,rps7,"GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009579,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02992,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S7
